college,season,division,height,numplayers,rank,W,L,winpct,percentile
University of Mount Olive,2017-2018,D1,75.82352941176471,17,20.0,16.0,13.0,0.552,0.5238095238095238
University of Mount Olive,2018-2019,D1,76.13333333333334,15,29.0,11.0,16.0,0.40700000000000003,0.32558139534883723
University of Mount Olive,2019-2020,D1,75.0,17,13.0,12.0,7.0,0.632,0.7111111111111111
University of Mount Union,2018-2019,D3,74.2,10,76.0,8.0,20.0,0.28600000000000003,0.24
University of Mount Union,2019-2020,D3,74.93333333333334,15,14.0,11.0,3.0,0.7859999999999999,0.8585858585858586
Urbana University,2018-2019,D1,74.66666666666667,12,,,,,
Urbana University,2019-2020,D1,74.66666666666667,12,45.0,1.0,19.0,0.05,0.0
Vassar College,2012-2013,D3,72.84615384615384,13,18.0,20.0,13.0,0.606,0.3571428571428571
Vassar College,2013-2014,D3,72.33333333333333,12,48.0,10.0,21.0,0.32299999999999995,0.21311475409836067
Vassar College,2014-2015,D3,72.92307692307692,13,26.0,18.0,13.0,0.581,0.6060606060606061
Vassar College,2015-2016,D3,73.36363636363636,11,8.0,24.0,7.0,0.774,0.8888888888888888
Vassar College,2016-2017,D3,74.0,12,10.0,26.0,8.0,0.765,0.8717948717948718
Vassar College,2017-2018,D3,74.6,15,11.0,23.0,8.0,0.742,0.8705882352941177
Vassar College,2018-2019,D3,74.0,16,50.0,14.0,15.0,0.483,0.5
Vassar College,2019-2020,D3,74.3125,16,16.0,16.0,5.0,0.762,0.8383838383838383
Wells College,2010-2011,D3,72.42857142857143,14,,,,,
Wells College,2011-2012,D3,73.45454545454545,11,,,,,
Wells College,2012-2013,D3,72.22222222222223,9,,,,,
Wells College,2013-2014,D3,73.27272727272727,11,24.0,16.0,11.0,0.593,0.6065573770491803
Wells College,2014-2015,D3,72.53846153846153,13,46.0,12.0,19.0,0.387,0.303030303030303
Wells College,2015-2016,D3,74.3,10,52.0,10.0,20.0,0.33299999999999996,0.2777777777777778
Wells College,2016-2017,D3,73.77777777777777,9,32.0,19.0,13.0,0.594,0.5897435897435898
Wells College,2017-2018,D3,74.3,10,13.0,21.0,8.0,0.7240000000000001,0.8470588235294118
Wells College,2018-2019,D3,73.66666666666667,12,15.0,28.0,9.0,0.757,0.85
Wells College,2019-2020,D3,74.75,12,7.0,18.0,4.0,0.818,0.9292929292929293
Wentworth Institute of Technology,2010-2011,D3,73.58333333333333,12,12.0,20.0,11.0,0.645,0.7446808510638299
Wentworth Institute of Technology,2011-2012,D3,74.2,10,25.0,13.0,16.0,0.44799999999999995,0.13793103448275867
Wentworth Institute of Technology,2012-2013,D3,72.92857142857143,14,15.0,20.0,11.0,0.645,0.4642857142857143
Wentworth Institute of Technology,2013-2014,D3,73.76470588235294,17,7.0,27.0,8.0,0.7709999999999999,0.8852459016393442
Wentworth Institute of Technology,2014-2015,D3,74.4375,16,10.0,23.0,9.0,0.7190000000000001,0.8484848484848485
Wentworth Institute of Technology,2015-2016,D3,74.5625,16,13.0,23.0,9.0,0.7190000000000001,0.8194444444444444
Wentworth Institute of Technology,2016-2017,D3,74.5,18,,,,,
Wentworth Institute of Technology,2017-2018,D3,74.21052631578948,19,24.0,22.0,11.0,0.667,0.7176470588235294
Wentworth Institute of Technology,2018-2019,D3,74.78947368421052,19,27.0,19.0,11.0,0.633,0.73
Wentworth Institute of Technology,2019-2020,D3,74.76470588235294,17,22.0,12.0,5.0,0.706,0.7777777777777778
Widener University,2017-2018,D3,71.61538461538461,15,83.0,3.0,17.0,0.15,0.02352941176470591
Widener University,2018-2019,D3,72.2,12,91.0,3.0,17.0,0.15,0.08999999999999997
Widener University,2019-2020,D3,73.61538461538461,13,63.0,5.0,7.0,0.41700000000000004,0.36363636363636365
Wilkes University,2016-2017,D3,71.36363636363636,11,57.0,9.0,16.0,0.36,0.2692307692307693
Wilkes University,2017-2018,D3,70.83333333333333,12,70.0,8.0,20.0,0.28600000000000003,0.17647058823529416
Wilkes University,2018-2019,D3,72.61538461538461,13,68.0,10.0,16.0,0.385,0.31999999999999995
Wilkes University,2019-2020,D3,73.58333333333333,12,49.0,10.0,9.0,0.526,0.505050505050505
Wilson College,2015-2016,D3,71.0,10,72.0,0.0,20.0,0.0,0.0
Wilson College,2016-2017,D3,72.45454545454545,11,65.0,8.0,21.0,0.276,0.16666666666666663
Wilson College,2018-2019,D3,71.625,8,79.0,5.0,15.0,0.25,0.20999999999999996
Wilson College,2019-2020,D3,70.625,8,81.0,2.0,6.0,0.25,0.18181818181818177
Wittenberg University,2015-2016,D3,73.47058823529412,17,29.0,14.0,11.0,0.56,0.5972222222222222
Wittenberg University,2016-2017,D3,73.0,18,46.0,14.0,18.0,0.43799999999999994,0.41025641025641024
Wittenberg University,2017-2018,D3,73.625,17,36.0,14.0,11.0,0.56,0.5764705882352941
Wittenberg University,2018-2019,D3,73.88235294117646,17,24.0,21.0,11.0,0.6559999999999999,0.76
Wittenberg University,2019-2020,D3,74.1,11,70.0,7.0,12.0,0.368,0.29292929292929293
Yeshiva University,2010-2011,D3,74.0,8,24.0,12.0,12.0,0.5,0.4893617021276596
Yeshiva University,2011-2012,D3,72.83333333333333,12,28.0,13.0,18.0,0.419,0.03448275862068961
Yeshiva University,2012-2013,D3,71.6923076923077,13,,,,,
Yeshiva University,2013-2014,D3,71.63636363636364,11,44.0,10.0,17.0,0.37,0.2786885245901639
Yeshiva University,2014-2015,D3,72.07692307692308,13,49.0,9.0,17.0,0.34600000000000003,0.25757575757575757
Yeshiva University,2015-2016,D3,72.15384615384616,13,65.0,5.0,19.0,0.20800000000000002,0.09722222222222221
Yeshiva University,2016-2017,D3,72.66666666666667,12,67.0,5.0,16.0,0.23800000000000002,0.14102564102564108
Yeshiva University,2017-2018,D3,71.23076923076923,13,77.0,4.0,16.0,0.2,0.09411764705882353
Yeshiva University,2018-2019,D3,70.83333333333333,12,64.0,8.0,12.0,0.4,0.36
Yeshiva University,2019-2020,D3,72.0909090909091,11,89.0,2.0,8.0,0.2,0.101010101010101
York College,2011-2012,D3,75.45454545454545,11,,,,,
York College,2012-2013,D3,72.3076923076923,13,19.0,24.0,16.0,0.6,0.3214285714285714
York College,2013-2014,D3,72.0,12,29.0,20.0,18.0,0.526,0.5245901639344263
York College,2014-2015,D3,72.92857142857143,14,40.0,16.0,18.0,0.47100000000000003,0.3939393939393939
York College,2015-2016,D3,72.21428571428571,14,49.0,13.0,21.0,0.382,0.3194444444444444
York College,2016-2017,D3,72.71428571428571,14,73.0,4.0,23.0,0.14800000000000002,0.0641025641025641
York College,2017-2018,D3,72.6,15,81.0,4.0,21.0,0.16,0.04705882352941182
York College,2018-2019,D3,69.83333333333333,12,98.0,3.0,23.0,0.115,0.020000000000000018
York College,2019-2020,D3,70.57142857142857,14,85.0,3.0,10.0,0.231,0.14141414141414144
