college,division,playername,position,height,season
Concordia University Irvine,D1,JT DEMURE,OUTSIDE HITTER,77,2019-2020
Concordia University Irvine,D1,JULIO GUTIERREZ,RIGHT SIDE,74,2019-2020
Concordia University Irvine,D1,KEEGAN CAREY,OUTSIDE HITTER,76,2019-2020
Concordia University Irvine,D1,LOGAN GLAVE,OUTSIDE HITTER,74,2019-2020
Concordia University Irvine,D1,MASON MULLINS,MIDDLE BLOCKER,77,2019-2020
Concordia University Irvine,D1,MCLAIN MOTT,SETTER,74,2019-2020
Concordia University Irvine,D1,MILES DEWHIRST,OUTSIDE HITTER,76,2019-2020
Concordia University Irvine,D1,NOAH LASSANDRO,MIDDLE BLOCKER,82,2019-2020
Concordia University Irvine,D1,NOAH TAITANO,RIGHT SIDE,73,2019-2020
Concordia University Irvine,D1,OWEN CHUN,RIGHT SIDE,75,2019-2020
Concordia University Irvine,D1,PARKER MAKI,OUTSIDE HITTER,77,2019-2020
Concordia University Irvine,D1,RAYMOND BARSEMIAN,OUTSIDE HITTER,78,2019-2020
Concordia University Irvine,D1,RYAN WHEELER,MIDDLE BLOCKER,78,2019-2020
Concordia University Irvine,D1,ZACHARY MEYER,OUTSIDE HITTER,76,2019-2020
Concordia University Wisconsin,D3,ANDY ELLINGHAM,MIDDLE BLOCKER,78,2019-2020
Concordia University Wisconsin,D3,BLAKE SCHWANDT,MIDDLE BLOCKER,78,2019-2020
Concordia University Wisconsin,D3,BRADEN PERSINGER,MIDDLE BLOCKER,75,2019-2020
Concordia University Wisconsin,D3,CODY SCIABICA,RIGHT SIDE,75,2019-2020
Concordia University Wisconsin,D3,CONNOR RASCH,OUTSIDE HITTER,74,2019-2020
Concordia University Wisconsin,D3,DYLAN GRIFFITH,LIBERO,71,2019-2020
Concordia University Wisconsin,D3,JAMES ALTHOFF,OUTSIDE HITTER,72,2019-2020
Concordia University Wisconsin,D3,JEREMY THEIS,OUTSIDE HITTER,72,2019-2020
Concordia University Wisconsin,D3,JONAH BLAZEK,MIDDLE BLOCKER,75,2019-2020
Concordia University Wisconsin,D3,JOSH DINKELMAN,OUTSIDE HITTER,73,2019-2020
Concordia University Wisconsin,D3,KEEGAN TALBOTT,SETTER,73,2019-2020
Concordia University Wisconsin,D3,MATTHEW KORMAN,SETTER,72,2019-2020
Concordia University Wisconsin,D3,RYAN HOEFS,LIBERO,69,2019-2020
Concordia University Wisconsin,D3,TURNER FUHRER,LIBERO,69,2019-2020
Concordia University Wisconsin,D3,ZACH SMITH,RIGHT SIDE,72,2019-2020
Daemen College,D1,BRANDON CASTERLINE,MIDDLE BLOCKER,77,2019-2020
Daemen College,D1,GAVIN MUSIELAK,SETTER,75,2019-2020
Daemen College,D1,HENRY MOFFITT,MIDDLE BLOCKER,78,2019-2020
Daemen College,D1,JADEN GILLETTE,DEFENSIVE SPECIALIST,70,2019-2020
Daemen College,D1,JAHARI WINKFIELD,RIGHT SIDE/MIDDLE BLOCKER,76,2019-2020
Daemen College,D1,JAKE COUZENS,RIGHT SIDE/MIDDLE BLOCKER,77,2019-2020
Daemen College,D1,JESSE DONOROVICH,OUTSIDE HITTER/RIGHT SIDE,77,2019-2020
Daemen College,D1,JOHN JAWORSKI,DEFENSIVE SPECIALIST,70,2019-2020
Daemen College,D1,KYLE KON,OUTSIDE HITTER,74,2019-2020
Daemen College,D1,MATTHEW GARRY,OUTSIDE HITTER,75,2019-2020
Daemen College,D1,MICHAEL KRUEGER,SETTER,74,2019-2020
Daemen College,D1,PARKER WADE,OUTSIDE HITTER,76,2019-2020
Daemen College,D1,RYAN BECK,DEFENSIVE SPECIALIST,70,2019-2020
Daemen College,D1,RYAN PARKER,OUTSIDE HITTER,76,2019-2020
Daemen College,D1,SAFERINO DOUR,MIDDLE BLOCKER,77,2019-2020
Daemen College,D1,ZACH SCHNEIDER,OUTSIDE HITTER,78,2019-2020
Daemen College,D1,ZACH YERINGTON,RIGHT SIDE,77,2019-2020
Dean College,D3,AARON BRODY JR,MIDDLE BLOCKER,78,2019-2020
Dean College,D3,AARON RIVERS SO,LIBERO,68,2019-2020
Dean College,D3,DIEGO HARRINGTON FR,MIDDLE BLOCKER,70,2019-2020
Dean College,D3,HOLDJER DECARVALHO SO,OUTSIDE HITTER,70,2019-2020
Dean College,D3,JAKE KELLEY FR,MIDDLE BLOCKER,72,2019-2020
Dean College,D3,JOHN KAUFFMAN SO,OUTSIDE HITTER,70,2019-2020
Dean College,D3,JUSTIN ELEKWUMA SR,OUTSIDE HITTER,75,2019-2020
Dean College,D3,NICHOLAS CARLSON FR,OUTSIDE HITTER,72,2019-2020
Dean College,D3,NICHOLAS GIGILIETTI FR,DEFENSIVE SPECIALIST,65,2019-2020
Dean College,D3,TRAIJAN POWELL JR,OUTSIDE HITTER,75,2019-2020
Dean College,D3,TYLER MARTINS FR,OUTSIDE HITTER,70,2019-2020
Dean College,D3,TYZOHN POOLE FR,OUTSIDE HITTER,72,2019-2020
Dominican University,D3,ADRIAN CEBULA,OUTSIDE HITTER,73,2019-2020
Dominican University,D3,ALEC MCKINNEY,OUTSIDE HITTER,78,2019-2020
Dominican University,D3,BREGIN DEMARCO,LIBERO,72,2019-2020
Dominican University,D3,CAL IWINSKI,MIDDLE BLOCKER,77,2019-2020
Dominican University,D3,DANIEL SHARRAH,SETTER,79,2019-2020
Dominican University,D3,DANNY PACINI,LIBERO,71,2019-2020
Dominican University,D3,ETHAN KLOSAK,OUTSIDE HITTER,72,2019-2020
Dominican University,D3,EVAN RUFFNER,SETTER,76,2019-2020
Dominican University,D3,GEORGE KOUGAN,RIGHT SIDE,78,2019-2020
Dominican University,D3,JACK MCGUIRE,SETTER,76,2019-2020
Dominican University,D3,JACOB BUSH,MIDDLE BLOCKER,78,2019-2020
Dominican University,D3,JAKE SIDNER,OUTSIDE HITTER,76,2019-2020
Dominican University,D3,JEREMY PARKER,OUTSIDE HITTER/LIBERO,70,2019-2020
Dominican University,D3,LUCAS EGGERS,OUTSIDE HITTER,72,2019-2020
Dominican University,D3,MAT MOLLOY,MIDDLE BLOCKER,76,2019-2020
Dominican University,D3,PATRICK BRADFORD,MIDDLE BLOCKER,78,2019-2020
Dominican University,D3,TREY COWAN,OUTSIDE HITTER,76,2019-2020
Dominican University,D3,TROY KATES,MIDDLE BLOCKER,78,2019-2020
DYouville College ,D3,ALI KHADRA,MIDDLE BLOCKER,79,2019-2020
DYouville College ,D3,ANTHONY DEAN,OUTSIDE HITTER/SETTER,74,2019-2020
DYouville College ,D3,DAN BUSHA,OUTSIDE HITTER/MIDDLE BLOCKER,75,2019-2020
DYouville College ,D3,DANNY STECK,RIGHT SIDE/MIDDLE BLOCKER,74,2019-2020
DYouville College ,D3,DEVON CAMEL,RIGHT SIDE/MIDDLE BLOCKER,71,2019-2020
DYouville College ,D3,JOSHUA HOY,OUTSIDE HITTER/RIGHT SIDE,74,2019-2020
DYouville College ,D3,JUAN CENTENO,DEFENSIVE SPECIALIST,68,2019-2020
DYouville College ,D3,KARL JAUCH,SETTER,72,2019-2020
DYouville College ,D3,MITCH MASON,DEFENSIVE SPECIALIST,69,2019-2020
DYouville College ,D3,TROY STANCAMPIANO,OUTSIDE HITTER/DEFENSIVE SPECIALIST,72,2019-2020
DYouville College ,D3,WILLIAM ANDERSON,OUTSIDE HITTER,72,2019-2020
Easten Nazarene College,D3,BRANDON BROWN,DEFENSIVE SPECIALIST,71,2019-2020
Easten Nazarene College,D3,BRANDON JENKINS,SETTER,73,2019-2020
Easten Nazarene College,D3,CHRIS JASKIEWICZ,MIDDLE BLOCKER,77,2019-2020
Easten Nazarene College,D3,DELFY SOLER,OUTSIDE HITTER,71,2019-2020
Easten Nazarene College,D3,JONAH PETTY,SETTER,72,2019-2020
Easten Nazarene College,D3,NICHOLAS THIBEAU,MIDDLE BLOCKER,75,2019-2020
Easten Nazarene College,D3,QUINN SMITH,OUTSIDE HITTER/DEFENSIVE SPECIALIST,68,2019-2020
Easten Nazarene College,D3,RILEY MILLER,RIGHT SIDE,76,2019-2020
Easten Nazarene College,D3,TIM EDDINGS,MIDDLE BLOCKER,75,2019-2020
Eastern Mennonite University,D3,ANDREW LIVIOCO,DEFENSIVE SPECIALIST,65,2019-2020
Eastern Mennonite University,D3,BEN CHILDERS,MIDDLE BLOCKER,75,2019-2020
Eastern Mennonite University,D3,DREW BENNETT,OUTSIDE HITTER,74,2019-2020
Eastern Mennonite University,D3,JACK CORL,DEFENSIVE SPECIALIST,72,2019-2020
Eastern Mennonite University,D3,JACOB DURREN,MIDDLE BLOCKER,79,2019-2020
Eastern Mennonite University,D3,JOSH WHITE,MIDDLE BLOCKER,75,2019-2020
Eastern Mennonite University,D3,JOSHUA GOMEZ,DEFENSIVE SPECIALIST,68,2019-2020
Eastern Mennonite University,D3,MARTIN POU,RIGHT SIDE,79,2019-2020
Eastern Mennonite University,D3,NEO CARTER,DEFENSIVE SPECIALIST,67,2019-2020
Eastern Mennonite University,D3,TYLER OAKS,OUTSIDE HITTER,74,2019-2020
Eastern Mennonite University,D3,WYATT BOLLINGER,SETTER,72,2019-2020
Eastern University,D3,DARREN LOPEZ,RIGHT SIDE,74,2019-2020
Eastern University,D3,FOSTER LOBB,OUTSIDE HITTER,71,2019-2020
Eastern University,D3,GABE PEREZ,MIDDLE BLOCKER,76,2019-2020
Eastern University,D3,JOON JEONG,RIGHT SIDE/SETTER,74,2019-2020
Eastern University,D3,JUSTIN FLOR,RIGHT SIDE/SETTER,75,2019-2020
Eastern University,D3,KIRIAM YORDAN,MIDDLE BLOCKER,76,2019-2020
Eastern University,D3,NOAH WESTBROOK,MIDDLE BLOCKER,76,2019-2020
Eastern University,D3,SAMUEL CHRISTIE,MIDDLE BLOCKER,76,2019-2020
Eastern University,D3,TREY MILLER,LIBERO,69,2019-2020
Elizabethtown College,D3,BLAKE HILDEBRAND,OUTSIDE HITTER,69,2019-2020
Elizabethtown College,D3,CAMERON KREBS,DEFENSIVE SPECIALIST/LIBERO,71,2019-2020
Elizabethtown College,D3,CHESTON JACOBS,OUTSIDE HITTER,75,2019-2020
Elizabethtown College,D3,DAN BARCKHOLTZ,SETTER,70,2019-2020
Elizabethtown College,D3,JOEY NELSON,DEFENSIVE SPECIALIST/LIBERO,71,2019-2020
Elizabethtown College,D3,MARK HALL,MIDDLE BLOCKER,74,2019-2020
Elizabethtown College,D3,NICK BAXTER,RIGHT SIDE,77,2019-2020
Elizabethtown College,D3,NICK PILNY,DEFENSIVE SPECIALIST/LIBERO,74,2019-2020
Elizabethtown College,D3,RYAN FISHER,OUTSIDE HITTER,72,2019-2020
Elizabethtown College,D3,STEVEN SWAIN,OUTSIDE HITTER,74,2019-2020
Elizabethtown College,D3,TIM ZIEBER,SETTER,73,2019-2020
Elizabethtown College,D3,TONY CAMILLO,MIDDLE BLOCKER,75,2019-2020
Elmira College,D3,ALEX ADELMAN,DEFENSIVE SPECIALIST/LIBERO,71,2019-2020
Elmira College,D3,ALEX NUEZ,LIBERO,71,2019-2020
Elmira College,D3,BRENDAN LEONG,LIBERO,69,2019-2020
Elmira College,D3,DECLAN QUINN,OUTSIDE HITTER,76,2019-2020
Elmira College,D3,ERIC JACKSON,OUTSIDE HITTER/RIGHT SIDE,75,2019-2020
Elmira College,D3,GARRETT COLEMAN,RIGHT SIDE/SETTER,78,2019-2020
Elmira College,D3,HAENHYANONHNA POWLESS,SETTER/LIBERO,72,2019-2020
Elmira College,D3,JOSEPH AMODDIO,MIDDLE BLOCKER,78,2019-2020
Elmira College,D3,LANDON MILLER,MIDDLE BLOCKER,76,2019-2020
Elmira College,D3,LUKE MILLIGAN,OUTSIDE HITTER/RIGHT SIDE,72,2019-2020
Elmira College,D3,MATT AMODDIO,MIDDLE BLOCKER,79,2019-2020
Elmira College,D3,MATT STRANEY,MIDDLE BLOCKER,75,2019-2020
Elmira College,D3,NEIRAM GALNCANALES,SETTER,70,2019-2020
Elmira College,D3,RYAN MATTES,OUTSIDE HITTER/MIDDLE BLOCKER,74,2019-2020
Elmira College,D3,TYLER ANDERSON,OUTSIDE HITTER/RIGHT SIDE,77,2019-2020
Elms Gaege,D3,ANTONIO DELGADO,LIBERO,67,2019-2020
Elms Gaege,D3,BEN LAXTON,MIDDLE BLOCKER/RIGHT SIDE,NULL,2019-2020
Elms Gaege,D3,CARLOS MERCADO,RIGHT SIDE/SETTER,73,2019-2020
Elms Gaege,D3,COLLIN LIEDKE,DEFENSIVE SPECIALIST/LIBERO,NULL,2019-2020
Elms Gaege,D3,DANIEL MARTINEZ,RIGHT SIDE/MIDDLE BLOCKER,76,2019-2020
Elms Gaege,D3,DIEGO HERNANDEZ,OUTSIDE HITTER/RIGHT SIDE,NULL,2019-2020
Elms Gaege,D3,JEREMY TORRES,OUTSIDE HITTER,68,2019-2020
Elms Gaege,D3,LUIS MARTINEZ,RIGHT SIDE,72,2019-2020
Elms Gaege,D3,MANUEL SAVALZA,SETTER/LIBERO,NULL,2019-2020
Elms Gaege,D3,NIK BATES,OUTSIDE HITTER/MIDDLE BLOCKER,73,2019-2020
Elms Gaege,D3,PABLO ORTIZ,MIDDLE BLOCKER,75,2019-2020
Elms Gaege,D3,PEDRO DE JESUS,SETTER,NULL,2019-2020
Elms Gaege,D3,RYAN PERRY,MIDDLE BLOCKER/RIGHT SIDE,NULL,2019-2020
Emerson College,D3,DANNY DARRESS,OUTSIDE HITTER/DEFENSIVE SPECIALIST,NULL,2019-2020
Emerson College,D3,DANNY MULLEN,RIGHT SIDE,NULL,2019-2020
Emerson College,D3,GARRET SEKITS,RIGHT SIDE,NULL,2019-2020
Emerson College,D3,JACKSON GORDON,SETTER,NULL,2019-2020
Emerson College,D3,JERICK LOU,OUTSIDE HITTER/DEFENSIVE SPECIALIST,NULL,2019-2020
Emerson College,D3,JOSH ELLIOT,SETTER,NULL,2019-2020
Emerson College,D3,LEON CHEN,DEFENSIVE SPECIALIST,NULL,2019-2020
Emerson College,D3,LUCAS RAAGAS,SETTER/DEFENSIVE SPECIALIST,NULL,2019-2020
Emerson College,D3,MATT CONNOLLY,MIDDLE BLOCKER,NULL,2019-2020
Emerson College,D3,PARKER GRAY,MIDDLE BLOCKER,NULL,2019-2020
Emerson College,D3,SAMUEL WILLINGER,RIGHT SIDE/MIDDLE BLOCKER,NULL,2019-2020
Emmanuel College 1,D1,ALEKSA LAKIC,OUTSIDE HITTER,76,2019-2020
Emmanuel College 1,D1,ALEX ZAYAS,RIGHT SIDE,75,2019-2020
Emmanuel College 1,D1,BENNY COLONDRES,SETTER,73,2019-2020
Emmanuel College 1,D1,DON THOMPSON,MIDDLE BLOCKER,76,2019-2020
Emmanuel College 1,D1,FABIAN MARCANO,OUTSIDE HITTER,72,2019-2020
Emmanuel College 1,D1,HARRISON COELHO,RIGHT SIDE/MIDDLE BLOCKER,73,2019-2020
Emmanuel College 1,D1,HENRIK WESTHOFF,SETTER,78,2019-2020
Emmanuel College 1,D1,JAYDEN YOUNG,OUTSIDE HITTER,74,2019-2020
Emmanuel College 1,D1,MATEUS BADE,LIBERO,73,2019-2020
Emmanuel College 1,D1,PHILIPP LAUTER,MIDDLE BLOCKER,79,2019-2020
Emmanuel College 1,D1,RAY PETERSON,OUTSIDE HITTER/LIBERO,68,2019-2020
Endicott College,D3,AIDAN MCMANAMAN,MIDDLE BLOCKER,77,2019-2020
Endicott College,D3,BRADY MULLENS,RIGHT SIDE/MIDDLE BLOCKER,76,2019-2020
Endicott College,D3,BRIAN WIGHTMAN,DEFENSIVE SPECIALIST,71,2019-2020
Endicott College,D3,BRYN LIPTON,OUTSIDE HITTER,77,2019-2020
Endicott College,D3,CHAD RIORDEN,SETTER,71,2019-2020
Endicott College,D3,DONOVAN DEY,RIGHT SIDE,72,2019-2020
Endicott College,D3,ERICH ROMAN,OUTSIDE HITTER,76,2019-2020
Endicott College,D3,FINN MCCAFFREY,RIGHT SIDE,76,2019-2020
Endicott College,D3,GABE DEBENEDETTO,SETTER,74,2019-2020
Endicott College,D3,GABE FELICETTI,MIDDLE BLOCKER,76,2019-2020
Endicott College,D3,IAN SMITH,OUTSIDE HITTER,75,2019-2020
Endicott College,D3,JAY MCGHEE,RIGHT SIDE/MIDDLE BLOCKER,78,2019-2020
Endicott College,D3,JUSTIN KEGEBEIN,OUTSIDE HITTER,74,2019-2020
Endicott College,D3,MASON MALLORY,OUTSIDE HITTER/RIGHT SIDE/MIDDLE BLOCKER,75,2019-2020
Endicott College,D3,MATT CRUZ,MIDDLE BLOCKER,77,2019-2020
Endicott College,D3,NICK HAYES,RIGHT SIDE,75,2019-2020
Endicott College,D3,NIKOLAS KASPRZAK,MIDDLE BLOCKER,77,2019-2020
Endicott College,D3,TIM FIESELER,RIGHT SIDE,77,2019-2020
Endicott College,D3,VANCE MALLORY,MIDDLE BLOCKER/LIBERO,72,2019-2020
Endicott College,D3,WILL PERRY,RIGHT SIDE,76,2019-2020
Erskine College,D1,ABEL DE JESUS,OUTSIDE HITTER,72,2019-2020
Erskine College,D1,BEN JANSEN,OUTSIDE HITTER/MIDDLE BLOCKER,76,2019-2020
Erskine College,D1,BRYAN MEDELLIN,LIBERO,67,2019-2020
Erskine College,D1,CALEB SLATER,MIDDLE BLOCKER,78,2019-2020
Erskine College,D1,COLE VIGO,MIDDLE BLOCKER,78,2019-2020
Erskine College,D1,EDGE AUSTIN,OUTSIDE HITTER,71,2019-2020
Erskine College,D1,FRANCISCO POMAR,SETTER,70,2019-2020
Erskine College,D1,GARY AROMIN,LIBERO,73,2019-2020
Erskine College,D1,GRIFFIN SPENCE,RIGHT SIDE,75,2019-2020
Erskine College,D1,JACOB WHYTE,RIGHT SIDE,76,2019-2020
Erskine College,D1,JASON SALL,OUTSIDE HITTER,75,2019-2020
Erskine College,D1,JON FULLER,MIDDLE BLOCKER,75,2019-2020
Erskine College,D1,JOSH ARROWOOD,OUTSIDE HITTER,75,2019-2020
Erskine College,D1,JUAN ALCOBA,SETTER/RIGHT SIDE,76,2019-2020
Erskine College,D1,JUSTIN RENDON,LIBERO,70,2019-2020
Erskine College,D1,KAI DESAUGUSTE,OUTSIDE HITTER,69,2019-2020
Erskine College,D1,LANCY ALDEBOL,OUTSIDE HITTER/DEFENSIVE SPECIALIST,72,2019-2020
Erskine College,D1,MARC MCARTHUR,SETTER,70,2019-2020
Erskine College,D1,MATTHEW HINDERBERGER,DEFENSIVE SPECIALIST,73,2019-2020
Erskine College,D1,MICHAEL MOSCATELLI,RIGHT SIDE,76,2019-2020
Erskine College,D1,TOME FILKOV,RIGHT SIDE,74,2019-2020
Erskine College,D1,UMAR ABDULLAH,SETTER,68,2019-2020
Fontbonne University,D3,BRADEN WOOLSEY,MIDDLE BLOCKER,77,2019-2020
Fontbonne University,D3,CAMERON GRAVES,OUTSIDE HITTER,72,2019-2020
Fontbonne University,D3,GRANT GARZA,OUTSIDE HITTER,75,2019-2020
Fontbonne University,D3,IVAN RENDON,DEFENSIVE SPECIALIST,71,2019-2020
Fontbonne University,D3,JACOB HARTMANN,MIDDLE BLOCKER,76,2019-2020
Fontbonne University,D3,KYLER VAN ROSSUMOCONNELL,SETTER,72,2019-2020
Fontbonne University,D3,LEE KRUETZMANN,OUTSIDE HITTER,74,2019-2020
Fontbonne University,D3,NATE PAASCH,RIGHT SIDE,73,2019-2020
Fontbonne University,D3,PARKER MAUE,OUTSIDE HITTER,76,2019-2020
Fontbonne University,D3,SEBASTIAN ROCA,LIBERO,71,2019-2020
Fontbonne University,D3,TONY BROOKS,OUTSIDE HITTER,73,2019-2020
Fontbonne University,D3,ZACH HERRAN,MIDDLE BLOCKER,77,2019-2020
Fontbonne University,D3,ZACH ROTHSTEIN,LIBERO,71,2019-2020
Geneva College,D3,ADAM CHANDOUL,OUTSIDE HITTER/SETTER,71,2019-2020
Geneva College,D3,AMIR COBBS,DEFENSIVE SPECIALIST,68,2019-2020
Geneva College,D3,ANTHONY BARONIO,OUTSIDE HITTER,73,2019-2020
Geneva College,D3,BYRON SPEAR,MIDDLE BLOCKER,80,2019-2020
Geneva College,D3,CURTIS THOMAS,SETTER,70,2019-2020
Geneva College,D3,DAN TOWNSEND,OUTSIDE HITTER,70,2019-2020
Geneva College,D3,DEVIN GOODGASELL,OUTSIDE HITTER,73,2019-2020
Geneva College,D3,JAKE WILLIAMS,OUTSIDE HITTER,73,2019-2020
Geneva College,D3,JOHN PILLSBURY,OUTSIDE HITTER,69,2019-2020
Geneva College,D3,LINCOLN MIMIDIS,OUTSIDE HITTER,72,2019-2020
Geneva College,D3,MATTHEW SLATER,SETTER,74,2019-2020
Geneva College,D3,MICHAEL POHLOD,OUTSIDE HITTER,74,2019-2020
Geneva College,D3,PETER BARBATO,MIDDLE BLOCKER,76,2019-2020
Geneva College,D3,QUINN MCCRACKEN,MIDDLE BLOCKER,75,2019-2020
Geneva College,D3,WES HOGE,MIDDLE BLOCKER,76,2019-2020
George Mason University,D1,AYRTON GARCIAJURADO,SETTER,72,2019-2020
George Mason University,D1,BRADLEY CREAMER,MIDDLE BLOCKER,81,2019-2020
George Mason University,D1,BRYCE GATLING,MIDDLE BLOCKER,76,2019-2020
George Mason University,D1,CHEY COOPER,OUTSIDE HITTER,72,2019-2020
George Mason University,D1,CHRISTOPHER ALLEN,OUTSIDE HITTER/LIBERO,75,2019-2020
George Mason University,D1,DAVIS KADERLI,LIBERO,75,2019-2020
George Mason University,D1,EAMONN TESTERMAN,MIDDLE BLOCKER,80,2019-2020
George Mason University,D1,HAYDEN WAGNER,RIGHT SIDE,78,2019-2020
George Mason University,D1,JACK BOLZ,RIGHT SIDE,79,2019-2020
George Mason University,D1,JACK REESE,MIDDLE BLOCKER,80,2019-2020
George Mason University,D1,LUIS VELEZ,SETTER,76,2019-2020
George Mason University,D1,MERIT MONOGUE,OUTSIDE HITTER,77,2019-2020
George Mason University,D1,MIKE KAPUSTA,OUTSIDE HITTER,79,2019-2020
George Mason University,D1,RICHIE HOFF,OUTSIDE HITTER,76,2019-2020
George Mason University,D1,SAM GREENSLADE,OUTSIDE HITTER,79,2019-2020
George Mason University,D1,TREVOR KENNAN,LIBERO,75,2019-2020
George Mason University,D1,ZACH TALAMOA,SETTER,71,2019-2020
Grand Canyon University,D1,AVERY ENRIQUES,LIBERO,70,2019-2020
Grand Canyon University,D1,CALEB BLAZER,MIDDLE BLOCKER,79,2019-2020
Grand Canyon University,D1,CAMDEN GIANNI,OUTSIDE HITTER,77,2019-2020
Grand Canyon University,D1,CARSON BRANDT,RIGHT SIDE,77,2019-2020
Grand Canyon University,D1,CHIBUIKE OBI,MIDDLE BLOCKER,76,2019-2020
Grand Canyon University,D1,CHRISTIAN JANKE,OUTSIDE HITTER,77,2019-2020
Grand Canyon University,D1,COLE UDALL,LIBERO,75,2019-2020
Grand Canyon University,D1,DAVID KISIEL,OUTSIDE HITTER,77,2019-2020
Grand Canyon University,D1,GRAYSON BROWNING,OUTSIDE HITTER,77,2019-2020
Grand Canyon University,D1,HEATH HUGHES,SETTER,79,2019-2020
Grand Canyon University,D1,HUGO FISCHER,RIGHT SIDE,80,2019-2020
Grand Canyon University,D1,IAN MCLAIN,MIDDLE BLOCKER,79,2019-2020
Grand Canyon University,D1,JACK BURTON,OUTSIDE HITTER,76,2019-2020
Grand Canyon University,D1,JACOB GUERBER,MIDDLE BLOCKER,82,2019-2020
Grand Canyon University,D1,KYLE THOMPSON,MIDDLE BLOCKER,79,2019-2020
Grand Canyon University,D1,ONUR CUKUR,SETTER,80,2019-2020
Grand Canyon University,D1,PARKER BROADWAY,RIGHT SIDE,79,2019-2020
Grand Canyon University,D1,TANNER PETCHUL,SETTER,77,2019-2020
Grand Canyon University,D1,TREVOR WEARY,OUTSIDE HITTER,79,2019-2020
Greenville University,D3,ALEJANDRO CONDOY,SETTER,64,2019-2020
Greenville University,D3,ANDREW MARTIN,MIDDLE BLOCKER,75,2019-2020
Greenville University,D3,ANDREW TIGAS,OUTSIDE HITTER,67,2019-2020
Greenville University,D3,DOUG BECKER,MIDDLE BLOCKER,73,2019-2020
Greenville University,D3,EJ BATCHELDER,DEFENSIVE SPECIALIST,70,2019-2020
Greenville University,D3,ELIJAH WYCHERS,MIDDLE BLOCKER,78,2019-2020
Greenville University,D3,ERIC WILLIAMS,RIGHT SIDE,77,2019-2020
Greenville University,D3,GABRIEL SEMPERTEGUI,DEFENSIVE SPECIALIST,68,2019-2020
Greenville University,D3,GEORGE BLACK,OUTSIDE HITTER,75,2019-2020
Greenville University,D3,JACOB HUGHES,SETTER,72,2019-2020
Greenville University,D3,JOSEPH ARCHIBALD,MIDDLE BLOCKER,77,2019-2020
Greenville University,D3,LOGAN DAMERIS,SETTER,72,2019-2020
Greenville University,D3,PHILLIP CURTIS,MIDDLE BLOCKER,77,2019-2020
Greenville University,D3,RYAN NELSON,LIBERO,68,2019-2020
Greenville University,D3,TYLER TURNER,OUTSIDE HITTER,76,2019-2020
Harvard University,D1,ADAM GORDON JUNIOR,OUTSIDE HITTER,74,2019-2020
Harvard University,D1,ALESSIO PIGNATELLI FIRSTYEAR,DEFENSIVE SPECIALIST/LIBERO,71,2019-2020
Harvard University,D1,BUDDY SCOTT SOPHOMORE,SETTER,78,2019-2020
Harvard University,D1,CAMPBELL SCHOENFELD SOPHOMORE,OUTSIDE HITTER,80,2019-2020
Harvard University,D1,CHASE HOWARD SENIOR,OUTSIDE HITTER/LIBERO,74,2019-2020
Harvard University,D1,ERIC LI SOPHOMORE,OUTSIDE HITTER,78,2019-2020
Harvard University,D1,ETHAN MCCRARY FIRSTYEAR,MIDDLE BLOCKER,81,2019-2020
Harvard University,D1,ETHAN SMITH FIRSTYEAR,MIDDLE BLOCKER,79,2019-2020
Harvard University,D1,GRIFFIN SCHMIT JUNIOR,OUTSIDE HITTER,77,2019-2020
Harvard University,D1,JACK CONNOLLY SENIOR,LIBERO,69,2019-2020
Harvard University,D1,JASON SHEN SOPHOMORE,LIBERO,71,2019-2020
Harvard University,D1,MARTY HEAVEY SENIOR,MIDDLE BLOCKER,76,2019-2020
Harvard University,D1,MATTHEW CTVRTLIK SENIOR,SETTER,77,2019-2020
Harvard University,D1,RYAN HONG SOPHOMORE,OUTSIDE HITTER/MIDDLE BLOCKER,74,2019-2020
Harvard University,D1,WILL POLSTER FIRSTYEAR,OUTSIDE HITTER,73,2019-2020
Harvard University,D1,WILL SORENSON FIRSTYEAR,SETTER,73,2019-2020
Hiram College,D3,ANDREW DIAZ SO,SETTER,73,2019-2020
Hiram College,D3,ANDREW GARD JR,MIDDLE BLOCKER,77,2019-2020
Hiram College,D3,BEN MOSELEY FR,DEFENSIVE SPECIALIST,68,2019-2020
Hiram College,D3,COLE FILER JR,MIDDLE BLOCKER,76,2019-2020
Hiram College,D3,CORY FISCHER JR,OUTSIDE HITTER/LIBERO,72,2019-2020
Hiram College,D3,DANGELO BOEHNER SO,MIDDLE BLOCKER,75,2019-2020
Hiram College,D3,GRANT PHELAN JR,OUTSIDE HITTER/LIBERO,74,2019-2020
Hiram College,D3,HUNTER ROCK JR,RIGHT SIDE,78,2019-2020
Hiram College,D3,JAKE LININGER JR,SETTER,73,2019-2020
Hiram College,D3,JUSTIN ENGLISH JR,OUTSIDE HITTER,72,2019-2020
Hiram College,D3,KILVIO MONTERO SO,RIGHT SIDE,75,2019-2020
Hiram College,D3,NATHAN CASSELL SO,OUTSIDE HITTER,75,2019-2020
Hiram College,D3,TOM SUPAN SO,OUTSIDE HITTER,75,2019-2020
Hunter College,D3,ALEC HELFORD JR,SETTER,71,2019-2020
Hunter College,D3,ARYAAN MEER FR,MIDDLE BLOCKER,72,2019-2020
Hunter College,D3,BESHOI AZIZ FR,RIGHT SIDE,74,2019-2020
Hunter College,D3,BLAKE HOGAN SR,OUTSIDE HITTER,75,2019-2020
